article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
143,AS,,"Mudroch A and Capobianco JA. 1980. Impact of Past Mining Activities on Aquatic Sediments in Moira River Basin, Ontario. J. Great Lakes Res. 6(2): 121-128.",Mudroch A and Capobianco JA,"Impact of Past Mining Activities on Aquatic Sediments in Moira River Basin, Ontario",1980,Article,Journal of Great Lakes Research,Canada,Ontario,Moira River,Madoc,44.4957083,-77.5373997,Madoc,Multiple,Gold; Silver; Lead; Iron,Gold; Silver; Lead; Iron,Surface mine,N,N,N,N,N,N,N,Y,N,,Correlative,Geochemistry of aquatic sediments collected from the Moira River system was studied to determine the distribution and trnsport of metals through the system. ,Background values,Field + Lab analysis,in situ,Geochemistry of aquatic sediments,Environmental,2-Water,2D-Sediment,2D-Quality,Downstream from previous mining and smelting activities at Deloro,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Figure 2-4; Table 1-2,,"http://scholar.google.co.uk/scholar?q=Impact+of+Past+Mining+Activities+on+Aquatic+Sediments+in+Moira+River+Basin,+Ontario&btnG=&hl=en&as_sdt=0%2C5"
102,AS,,"Wilson RW, Murphy KL and Ramshaw JC. 1985. Arsenic Sludge Dewatering. 343-351. ","Wilson RW, Murphy KL and Ramshaw JC.",ARSENIC SLUDGE DEWATERING,1985,Book Chap,N/A,Canada,Ontario,Deloro,Deloro,44.5096321,-77.6232056,Deloro,Multiple,Gold; Silver; Lead; Iron,Gold; Silver; Lead; Iron,Surface mine,N,N,N,N,N,N,Y,Y,N,,CI,Bench and polot scale work completed to develop an optimum process for the dewatering and ultimate disposal of arsenic sludge,Control,Lab Exp + Field test,in situ,Leachability of arsenic sludge,Environmental,2-Water,2B-Groundwater ,2B-Quality,Arsenic sludge,yes,Dewatering sludge,Minimize solubility of toxic substances,Final filtrate rate; Heavy metal concentration,Mitigation measure/change in measure,Quantitative,Table V,,http://scholar.google.co.uk/scholar?q=ARSENIC+SLUDGE+DEWATERING&btnG=&hl=en&as_sdt=0%2C5
319,AS,,"Moiseenko TI, Dauvalter VA, and Rodushkin IV. 1998. Mechanisms of the cycle of natural and human-introduced metals in surface waters of the Arctic Basin. Water Resources. 25(2): 212-224.","Moiseenko TI, Dauvalter VA, and Rodushkin IV",Mechanisms of the cycle of natural and human-introduced metals in surface waters of the Arctic Basin,1998,Article,Water Resources,Russia,Kola Peninsula,Regional,Apatity; Karnasurt; Olenegorsk; Umbozerskii,67.634056,33.2540033,Multiple,Multiple,Iron; Copper; Molybdenum,Iron; Copper; Molybdenum,Surface mine,N,N,N,Y,N,N,N,N,N,,CI," Goal of this work is to study the forms of metal migration and occurrence in water, their sedimentation, and transformations under different conditions. The results of these investigations should form a theoreticcal base for the assessment of ecological risk for the ecosystems of the Arctic Basin",Background values,Field + Lab analysis,in situ,Wide-scale sampling of small lakes,Environmental,2-Water,2D-Sediment,2D-Quality,Assessing the atmospheric fallouts on watersheds due to local and external sources and of determining the regional background values of metal concentrations in water and in bed-load deposits,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Table 1; Figure 3-7,,http://scholar.google.co.uk/scholar?q=Mechanisms+of+the+cycle+of+natural+and+human-introduced+metals+in+surface+waters+of+the+Arctic+Basin&btnG=&hl=en&as_sdt=0%2C5
319,AS,,"Moiseenko TI, Dauvalter VA, and Rodushkin IV. 1998. Mechanisms of the cycle of natural and human-introduced metals in surface waters of the Arctic Basin. Water Resources. 25(2): 212-224.","Moiseenko TI, Dauvalter VA, and Rodushkin IV",Mechanisms of the cycle of natural and human-introduced metals in surface waters of the Arctic Basin,1998,Article,Water Resources,Russia,Kola Peninsula,Regional,Apatity; Karnasurt; Olenegorsk; Umbozerskii,67.634056,33.2540033,Multiple,Multiple,Iron; Copper; Molybdenum,Iron; Copper; Molybdenum,Surface mine,N,N,N,Y,N,N,N,N,N,,CI," Goal of this work is to study the forms of metal migration and occurrence in water, their sedimentation, and transformations under different conditions. The results of these investigations should form a theoreticcal base for the assessment of ecological risk for the ecosystems of the Arctic Basin",Background values,Field + Lab analysis,in situ,Wide-scale sampling of small lakes,Environmental,2-Water,2A-Surface water,2A-Quantity,Assessing the atmospheric fallouts on watersheds due to local and external sources and of determining the regional background values of metal concentrations in water and in bed-load deposits,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Table 1; Figure 3-7,,http://scholar.google.co.uk/scholar?q=Mechanisms+of+the+cycle+of+natural+and+human-introduced+metals+in+surface+waters+of+the+Arctic+Basin&btnG=&hl=en&as_sdt=0%2C5
348,AS,,Moiseenko TI and Lukin AA. 1999. Fish pathology in polluted water bodies of the Subarctic and its diagnosis. Journal of Ichthyology. 39(7): 532-543.,Moiseenko TI and Lukin AA,Fish pathology in polluted water bodies of the Subarctic and its diagnosis,1999,Article,Journal of Ichthyology,Russia,Kola Peninsula,"Lakes Imandra, Umbozero, and Lovozero",Apatity; Karnasurt; Olenegorsk; Umbozerskii,67.634056,33.2540033,Multiple,Multiple,Iron; Copper; Nickel,Iron; Copper; Nickel,Unclear,N,N,N,N,N,N,N,Y,N,,Correlative,Characteristics of the observed fish pathologies by their clinical and pathologoanatomic symptoms (macrodiagnostics) and histologic analysis of the main disturbances in the cell structure of both organs and tissues (microdiagnostics) are given on the basis of a longterm study of fish communities in polluted water bodies of the Subarctic.,Background values,Field + Lab analysis,in situ,Etiology and epizootology of specific fish diseases,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,"Long-term effects of pollution from mining, concentration, copper-nickel works, and warmed-up waters of the nuclear power plant",no,N/A,N/A,Characteristic of whitefish Coregonus lavaretus morbidity,Growth/condition/survival,Quantitative,Table 1; Figure 8-9,,http://scholar.google.co.uk/scholar?q=Fish+pathology+in+polluted+water+bodies+of+the+Subarctic+and+its+diagnosis&btnG=&hl=en&as_sdt=0%2C5
305,AS,,"Moiseenko TI, Megorskii VV, Gashina NA, and Kudryavtseva LP. 2010. Water pollution effect on population health in an industrial northern region. Water Resources. 37(2): 194-203.","Moiseenko TI, Megorskii VV, Gashina NA, and Kudryavtseva LP",Water pollution effect on population health in an industrial northern region,2010,Article,Water Resources,Russia,Kola Peninsula,Regional,Apatity; Nikel; Olenegorsk,67.634056,33.2540033,Multiple,Multiple,Iron; Copper; Molybdenum,Iron; Copper; Molybdenum,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,The identification of pollution of surface water used for drinking water supply by toxic heavy metals with six towns and settlements in the industrial Kola region,Background values,Field + Lab analysis,in situ,Surface water used for drinking water supply,Environmental,2-Water,2A-Surface water,2A-Quality ,Concentrations of hazardous elements (metals and metalloids) in water increase due to direct discharge of wastewater from metallurgical plants into lakes and rivers,no,N/A,N/A,Metal concentrations ,Metal concentration,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Water+pollution+effect+on+population+health+in+an+industrial+northern+region&btnG=&hl=en&as_sdt=0%2C5
305,AS,,"Moiseenko TI, Megorskii VV, Gashina NA, and Kudryavtseva LP. 2010. Water pollution effect on population health in an industrial northern region. Water Resources. 37(2): 194-203.","Moiseenko TI, Megorskii VV, Gashina NA, and Kudryavtseva LP",Water pollution effect on population health in an industrial northern region,2010,Article,Water Resources,Russia,Kola Peninsula,Regional,Apatity; Nikel; Olenegorsk,67.634056,33.2540033,Multiple,Multiple,Iron; Copper; Molybdenum,Iron; Copper; Molybdenum,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,Assessment of population morbidity in towns and settlements taking water for drinking water supply from surface water bodies; and effect of drinking water pollution and HM accumulation in human organs,Background values,Social Science,in situ,"Towns in industrial region (Monchegorsk, Apatity, Polyarnye Zori, and Olenegorsk) and in more remote settlements (Alakurti and Lovozero)",Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,Concentrations of hazardous elements (metals and metalloids) in water increase due to direct discharge of wastewater from metallurgical plants into lakes and rivers,no,N/A,N/A,Morbidity dynamics; Metal concentrations in liver and knidey,Cancer rates/disease/mortality,Quantitative,Figure 2-3,,http://scholar.google.co.uk/scholar?q=Water+pollution+effect+on+population+health+in+an+industrial+northern+region&btnG=&hl=en&as_sdt=0%2C5
560,AS,,"Chriest A. Environmental Geochemistry of Metals Associated with Abandoned Gold Mines on Unga Island, Alaska: Developing an Understanding of Water Quality on Unga Tribal Lands. Undergraduate Research in the Community Award Final Report",Chriest A,"Environmental Geochemistry of Metals Associated with Abandoned Gold Mines on Unga Island, Alaska: Developing an Understanding of Water Quality on Unga Tribal Lands",NR,Report,N/A,USA,Alaska,Unga Island,Apollo; Sitka,55.1913871,-160.5813986,Multiple,Gold,N/A,Gold,Underground mine,N,N,N,N,N,N,N,Y,N,,Correlative,"An investigation of the environmental geochemistry of water and sediment at the abandoned Apollo and Sitka gold mine sites on Unga Island, Alaska was undertaken in order to understand the impact of the mine workings and tailings on the environment.",Background values,Field + Lab analysis,in situ,Streambed sediment and precipitates were collected from seven streams,Environmental,2-Water,2D-Sediment,2D-Quality,impact of the mine workings and tailings on the environment,no,N/A,N/A,Metal concnetrations,Metal concentration,Quantitative,Figure 2B-3B,,"http://scholar.google.co.uk/scholar?q=Environmental+Geochemistry+of+Metals+Associated+with+Abandoned+Gold+Mines+on+Unga+Island,+Alaska:+De&btnG=&hl=en&as_sdt=0%2C5"
560,AS,,"Chriest A. Environmental Geochemistry of Metals Associated with Abandoned Gold Mines on Unga Island, Alaska: Developing an Understanding of Water Quality on Unga Tribal Lands. Undergraduate Research in the Community Award Final Report",Chriest A,"Environmental Geochemistry of Metals Associated with Abandoned Gold Mines on Unga Island, Alaska: Developing an Understanding of Water Quality on Unga Tribal Lands",NR,Report,N/A,USA,Alaska,Unga Island,Apollo; Sitka,55.1913871,-160.5813986,Multiple,Gold,N/A,Gold,Underground mine,N,N,N,N,N,N,N,Y,N,,Correlative,"An investigation of the environmental geochemistry of water and sediment at the abandoned Apollo and Sitka gold mine sites on Unga Island, Alaska was undertaken in order to understand the impact of the mine workings and tailings on the environment.",Background values,Field + Lab analysis,in situ,Water was collected from seven streams,Environmental,2-Water,2A-Surface water,2A-Quality ,impact of the mine workings and tailings on the environment,no,N/A,N/A,Metal concnetrations,Metal concentration,Quantitative,Figure 2A-3A,,"http://scholar.google.co.uk/scholar?q=Environmental+Geochemistry+of+Metals+Associated+with+Abandoned+Gold+Mines+on+Unga+Island,+Alaska:+De&btnG=&hl=en&as_sdt=0%2C5"
576,AS,,Nordin K. 2015. Use of Biochar in Yukon Mine Revegetation/Reclamation Field Studies 2013-2014. Yukon Technology Innovation Centre,Nordin K,Use of Biochar in Yukon Mine Revegetation/Reclamation Field Studies 2013-2014,2015,Report,N/A,Canada,Yukon,Whitehorse,Arctic Gold and Silver; Mount Skukum; Whitehorse,60.7700383,-135.1867623,Multiple,Multiple,Copper; Gold; Silver,Copper; Gold; Silver,Unclear,N,N,N,N,N,N,Y,Y,N,,CI,Field plots were established on three different mine tailings sites to study the use of biochar as a soil amendment for mine affected soil revegetation,Control,Lab Exp + Field test,in situ,Revegetation of mine tailings,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Soil remediation for revegtation of tailings,yes,Use of biochar as a soil amendment for mine affected soil revegetation,Soil remediation for revegtation of tailings,Grasses emerged; growth; health,Growth/condition/survival,Quantitative,Section 3,,http://scholar.google.co.uk/scholar?q=Use+of+Biochar+in+Yukon+Mine+Revegetation/Reclamation+Field+Studies+2013-2014&btnG=&hl=en&as_sdt=0%2C5
103,AS,,"Laperdina TG. 2002. Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia. Geochemistry: Exploration, Environment, Analysis. 2: 219-223",Laperdina TG,Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia,2002,Article,"Geochemistry: Exploration, Environment, Analysis",Russia,Transbaikalia ,Regional,Baleyzoloto; Ksenyevsky; Lyubov; Tungir; Uryum,52.0699393,113.6740353,Multiple,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,Lat/Long in central area of the region studied,Correlative," To estimate the placer gold-mining impact on the ecological quality of river waters, extensive investigations were carried out in two river basins of the Lake Baikal catchment.",Background values,Field + Lab analysis,in situ,Water samples were collected at background and impacted rivers,Environmental,2-Water,2A-Surface water,2A-Quality ,Contamination from the traditional gold-mining areas,no,N/A,N/A,Mercury content; water quality parameters,Water quality,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Estimation+of+mercury+and+other+heavy+metal+contamination+in+traditional+gold-mining+areas+of+Transb&btnG=&hl=en&as_sdt=0%2C5
103,AS,,"Laperdina TG. 2002. Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia. Geochemistry: Exploration, Environment, Analysis. 2: 219-223",Laperdina TG,Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia,2002,Article,"Geochemistry: Exploration, Environment, Analysis",Russia,Transbaikalia ,Regional,Baleyzoloto; Ksenyevsky; Lyubov; Tungir; Uryum,52.0699393,113.6740353,Multiple,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,Lat/Long in central area of the region studied,Correlative," To estimate the placer gold-mining impact on the ecological quality of river waters, extensive investigations were carried out in two river basins of the Lake Baikal catchment.",Background values,Field + Lab analysis,in situ,Water samples were collected at background and impacted rivers,Environmental,2-Water,2D-Sediment,2D-Quality,Contamination from the traditional gold-mining areas,no,N/A,N/A,Mercury concentration,Metal concentration,Quantitative,Table 2,,http://scholar.google.co.uk/scholar?q=Estimation+of+mercury+and+other+heavy+metal+contamination+in+traditional+gold-mining+areas+of+Transb&btnG=&hl=en&as_sdt=0%2C5
103,AS,,"Laperdina TG. 2002. Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia. Geochemistry: Exploration, Environment, Analysis. 2: 219-223",Laperdina TG,Estimation of mercury and other heavy metal contamination in traditional gold-mining areas of Transbaikalia,2002,Article,"Geochemistry: Exploration, Environment, Analysis",Russia,Transbaikalia ,Regional,Baleyzoloto; Ksenyevsky; Lyubov; Tungir; Uryum,52.0699393,113.6740353,Multiple,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,Lat/Long in central area of the region studied,Correlative," To estimate the placer gold-mining impact on the ecological quality of river waters, extensive investigations were carried out in two river basins of the Lake Baikal catchment.",Background values,Field + Lab analysis,in situ,"Rocks, minerals and soils",Environmental,1-Soil/Geology,1A-Soil surface,1A-Quality,Contamination from the traditional gold-mining areas,no,N/A,N/A,Mercury concentration,Metal concentration,Quantitative,Table 2,,http://scholar.google.co.uk/scholar?q=Estimation+of+mercury+and+other+heavy+metal+contamination+in+traditional+gold-mining+areas+of+Transb&btnG=&hl=en&as_sdt=0%2C5
331,AS,,"Azcue JM and Dixon DG. 1994. Effects of Past Mining Activities on the Arsenic Concentration in Fish from Moira Lake, Ontario. J Great Lakes Res. 20(4): 717-724.",Azcue JM and Dixon DG,"Effects of Past Mining Activities on the Arsenic Concentration in Fish from Moira Lake, Ontario",1994,Article,Journal of Great Lakes Research,Canada,Ontario,Moira Lake,Deloro,44.5096321,-77.6232056,Deloro,Multiple,Gold; Silver; Lead; Iron,Gold; Silver; Lead; Iron,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,As centrations in 14 species of fish from Moira Lake were determined.,Background values,Field + Lab analysis,in situ,14 species of fish from Moira Lake ,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Past mining activities on the arsenic (As) concentrations,no,N/A,N/A,As concentrations,Metal concentration,Quantitative,Table 2,,"http://scholar.google.co.uk/scholar?q=Effects+of+Past+Mining+Activities+on+the+Arsenic+Concentration+in+Fish+from+Moira+Lake,+Ontario&btnG=&hl=en&as_sdt=0%2C5"
